"","OpCode","sea","species","MaxN","depth","temperature","lat_y","lon_x"
"341","isrrosh071020A","med","Diplodus sargus",1,10.4,27,33.0711,35.092733
"342","isrrosh071020B","med","Echeneis naucrates",2,31.1,28,33.07265,35.089417
"343","isrrosh071020B","med","Xyrichtys novacula",1,31.1,28,33.07265,35.089417
"344","isrrosh071020B","med","Rhinoptera marginata",2,31.1,28,33.07265,35.089417
"345","isrrosh071020B","med","Scomberomorus commerson",5,31.1,28,33.07265,35.089417
"346","isrrosh071020B","med","Lagocephalus sceleratus",9,31.1,28,33.07265,35.089417
"347","isrrosh071020B","med","Lagocephalus suezensis",3,31.1,28,33.07265,35.089417
"348","isrrosh071020C","med","Boops boops",0,51,27,33.077767,35.072017
"349","isrrosh071020D","med","Trachurus mediterraneus",4,68.7,22,33.076467,35.064433
"350","isrrosh071020D","med","Lagocephalus guentheri",5,68.7,22,33.076467,35.064433
"351","isrrosh071020E","med","Nemipterus randalli",1,90,17,33.077183,35.062183
"352","isrrosh071020F","med","Dentex macrophthalmus",16,106.1,17,33.0779,35.060533
"353","isrrosh071020F","med","Pagellus acarne",4,106.1,17,33.0779,35.060533
"354","isrrosh071020G","med","Pagellus acarne",35,132,16,33.072983,35.063183
"355","isrrosh071020H","med","Caranx crysos",4,32.8,28,33.077867,35.089367
"356","isrrosh071020H","med","Rhinoptera marginata",1,32.8,28,33.077867,35.089367
"357","isrrosh071020H","med","Lagocephalus suezensis",7,32.8,28,33.077867,35.089367
"358","isrrosh081020A","med","Parablennius zvonimiri",1,10.1,28,33.05735,35.090467
"359","isrrosh081020A","med","Himantura uarnak",1,10.1,28,33.05735,35.090467
"360","isrrosh081020A","med","Sargocentron rubrum",2,10.1,28,33.05735,35.090467
"361","isrrosh081020A","med","Thalassoma pavo",2,10.1,28,33.05735,35.090467
"362","isrrosh081020A","med","Parupeneus forsskali",1,10.1,28,33.05735,35.090467
"363","isrrosh081020A","med","Chromis chromis",7,10.1,28,33.05735,35.090467
"364","isrrosh081020A","med","Sparisoma cretense",1,10.1,28,33.05735,35.090467
"365","isrrosh081020A","med","Epinephelus marginatus",1,10.1,28,33.05735,35.090467
"366","isrrosh081020A","med","Mycteroperca rubra",1,10.1,28,33.05735,35.090467
"367","isrrosh081020A","med","Siganus luridus",23,10.1,28,33.05735,35.090467
"368","isrrosh081020A","med","Siganus rivulatus",12,10.1,28,33.05735,35.090467
"369","isrrosh081020A","med","Boops boops",13,10.1,28,33.05735,35.090467
"370","isrrosh081020A","med","Diplodus sargus",2,10.1,28,33.05735,35.090467
"371","isrrosh081020B","med","Caranx crysos",1,25.9,27,33.05965,35.0865
"372","isrrosh081020B","med","Seriola dumerili",4,25.9,27,33.05965,35.0865
"373","isrrosh081020B","med","Xyrichtys novacula",8,25.9,27,33.05965,35.0865
"374","isrrosh081020B","med","Lagocephalus sceleratus",14,25.9,27,33.05965,35.0865
"375","isrrosh081020C","med","Seriola dumerili",1,45.4,25,33.060267,35.076517
"376","isrrosh081020C","med","Lagocephalus guentheri",4,45.4,25,33.060267,35.076517
"377","isrrosh081020C","med","Lagocephalus suezensis",10,45.4,25,33.060267,35.076517
"378","isrrosh081020D","med","Lagocephalus guentheri",5,63.1,20,33.0584,35.062983
"379","isrrosh081020E","med","Upeneus moluccensis",1,86.9,17,33.0588,35.0533
"380","isrrosh081020E","med","Nemipterus randalli",8,86.9,17,33.0588,35.0533
"381","isrrosh081020F","med","Nemipterus randalli",2,110,17,33.059767,35.049167
"382","isrrosh081020F","med","Dentex macrophthalmus",4,110,17,33.059767,35.049167
"383","isrrosh081020F","med","Dentex maroccanus",1,110,17,33.059767,35.049167
"384","isrrosh081020G","med","Upeneus moluccensis",1,135.8,16,33.05865,35.040067
"385","isrrosh081020G","med","Boops boops",1,135.8,16,33.05865,35.040067
"386","isrrosh081020G","med","Dentex maroccanus",2,135.8,16,33.05865,35.040067
"387","isrrosh081020G","med","Pagellus acarne",83,135.8,16,33.05865,35.040067
"388","isrrosh081020H","med","Seriola dumerili",2,34.8,25,33.05595,35.0792
"389","isrrosh081020H","med","Coris julis",2,34.8,25,33.05595,35.0792
"390","isrrosh081020H","med","Lagocephalus sceleratus",7,34.8,25,33.05595,35.0792
"391","isrrosh141119B","med","Coris julis",1,11.5,24,33.064705,35.0929
"392","isrrosh141119B","med","Thalassoma pavo",2,11.5,24,33.064705,35.0929
"393","isrrosh141119B","med","Parupeneus forsskali",4,11.5,24,33.064705,35.0929
"394","isrrosh141119B","med","Rhinoptera marginata",2,11.5,24,33.064705,35.0929
"395","isrrosh141119B","med","Chromis chromis",14,11.5,24,33.064705,35.0929
"396","isrrosh141119B","med","Mycteroperca rubra",2,11.5,24,33.064705,35.0929
"397","isrrosh141119B","med","Serranus cabrilla",1,11.5,24,33.064705,35.0929
"398","isrrosh141119B","med","Serranus scriba",1,11.5,24,33.064705,35.0929
"399","isrrosh141119B","med","Siganus rivulatus",6,11.5,24,33.064705,35.0929
"400","isrrosh141119B","med","Boops boops",21,11.5,24,33.064705,35.0929
"401","isrrosh141119B","med","Diplodus vulgaris",3,11.5,24,33.064705,35.0929
"402","isrrosh141119B","med","Spicara smaris",1,11.5,24,33.064705,35.0929
"403","isrrosh270722A","med","Echeneis naucrates",2,5.6,30,33.08575,35.096567
"404","isrrosh270722A","med","Coris julis",6,5.6,30,33.08575,35.096567
"405","isrrosh270722A","med","Thalassoma pavo",6,5.6,30,33.08575,35.096567
"406","isrrosh270722A","med","Chromis chromis",2,5.6,30,33.08575,35.096567
"407","isrrosh270722A","med","Serranus scriba",2,5.6,30,33.08575,35.096567
"408","isrrosh270722A","med","Pagrus caeruleostictus",1,5.6,30,33.08575,35.096567
"409","isrrosh270722B","med","Coris julis",3,31.2,26,33.07955,35.090817
"410","isrrosh270722B","med","Serranus cabrilla",1,31.2,26,33.07955,35.090817
"411","isrrosh270722B","med","Pagrus caeruleostictus",1,31.2,26,33.07955,35.090817
"412","isrrosh270722B","med","Torquigener flavimaculosus",3,31.2,26,33.07955,35.090817
"413","isrrosh270722C","med","Bothus podas",1,48.3,25,33.080317,35.078233
"414","isrrosh270722C","med","Nemipterus randalli",1,48.3,25,33.080317,35.078233
"415","isrrosh270722C","med","Lagocephalus sceleratus",5,48.3,25,33.080317,35.078233
"416","isrrosh270722D","med","Rhinobatos rhinobatos",1,61.1,22,33.081117,35.0596
"417","isrrosh270722D","med","Lagocephalus sceleratus",1,61.1,22,33.081117,35.0596
"418","isrrosh270722E","med","Nemipterus randalli",1,67.2,19,33.0863,35.054683
"419","isrrosh270722F","med","Nemipterus randalli",1,105,16,33.086917,35.050683
"420","isrrosh270722G","med","Seriola dumerili",1,71.1,18,33.083833,35.055183
"421","isrrosh270722G","med","Nemipterus randalli",2,71.1,18,33.083833,35.055183
"422","isrrosh270722G","med","Serranus hepatus",1,71.1,18,33.083833,35.055183
"423","isrrosh270722G","med","Dentex macrophthalmus",34,71.1,18,33.083833,35.055183
"424","isrrosh270722G","med","Pagellus acarne",5,71.1,18,33.083833,35.055183
"425","isrrosh270722H","med","Nemipterus randalli",1,113,16,33.08925,35.049317
"426","isrrosh270722H","med","Dentex macrophthalmus",8,113,16,33.08925,35.049317
"427","isrrosh270722H","med","Dentex maroccanus",2,113,16,33.08925,35.049317
"428","isrrosh270722H","med","Torpedo marmorata",1,113,16,33.08925,35.049317
"429","isrrosh280222A","med","Coris julis",1,10.3,17,33.055767,35.093
"430","isrrosh280222A","med","Thalassoma pavo",1,10.3,17,33.055767,35.093
"431","isrrosh280222A","med","Epinephelus costae",1,10.3,17,33.055767,35.093
"432","isrrosh280222A","med","Serranus scriba",3,10.3,17,33.055767,35.093
"433","isrrosh280222A","med","Siganus luridus",7,10.3,17,33.055767,35.093
"434","isrrosh280222B","med","Seriola dumerili",1,23.4,17,33.054567,35.089017
"435","isrrosh280222B","med","Himantura uarnak",1,23.4,17,33.054567,35.089017
"436","isrrosh280222B","med","Taeniura grabata",3,23.4,17,33.054567,35.089017
"437","isrrosh280222B","med","Echeneis naucrates",1,23.4,17,33.054567,35.089017
"438","isrrosh280222B","med","Gymnura altavela",1,23.4,17,33.054567,35.089017
"439","isrrosh280222B","med","Coris julis",3,23.4,17,33.054567,35.089017
"440","isrrosh280222B","med","Thalassoma pavo",1,23.4,17,33.054567,35.089017
"441","isrrosh280222B","med","Umbrina cirrosa",3,23.4,17,33.054567,35.089017
"442","isrrosh280222B","med","Epinephelus costae",1,23.4,17,33.054567,35.089017
"443","isrrosh280222B","med","Mycteroperca rubra",1,23.4,17,33.054567,35.089017
"444","isrrosh280222B","med","Torquigener flavimaculosus",2,23.4,17,33.054567,35.089017
"445","isrrosh280222C","med","Lagocephalus sceleratus",4,29.8,17,33.055233,35.085817
"446","isrrosh280222C","med","Lagocephalus suezensis",4,29.8,17,33.055233,35.085817
"447","isrrosh280222C","med","Torquigener flavimaculosus",1,29.8,17,33.055233,35.085817
"448","isrrosh280222D","med","Nemipterus randalli",2,52.8,17,33.065883,35.074333
"449","isrrosh280222D","med","Pagellus erythrinus",1,52.8,17,33.065883,35.074333
"450","isrrosh280222D","med","Lagocephalus sceleratus",5,52.8,17,33.065883,35.074333
"451","isrrosh280222E","med","Nemipterus randalli",4,74.1,17,33.06675,35.06855
"452","isrrosh280222E","med","Lagocephalus sceleratus",1,74.1,17,33.06675,35.06855
"453","isrrosh280222E","med","Lagocephalus suezensis",4,74.1,17,33.06675,35.06855
"454","isrrosh280222F","med","Nemipterus randalli",3,90.4,16,33.064067,35.069433
"455","isrrosh280222F","med","Dentex maroccanus",2,90.4,16,33.064067,35.069433
"456","isrrosh280222F","med","Lagocephalus sceleratus",2,90.4,16,33.064067,35.069433
"457","isrrosh280222F","med","Lagocephalus suezensis",8,90.4,16,33.064067,35.069433
"458","isrrosh280222G","med","Upeneus moluccensis",1,113,16,33.063817,35.06615
"459","isrrosh280222G","med","Nemipterus randalli",1,113,16,33.063817,35.06615
"460","isrrosh280222G","med","Raja clavata",2,113,16,33.063817,35.06615
"461","isrrosh280222G","med","Dentex maroccanus",2,113,16,33.063817,35.06615
"462","isrrosh280222H","med","Dentex macrophthalmus",1,141,16,33.062767,35.063967
"463","isrrosh280222H","med","Dentex maroccanus",1,141,16,33.062767,35.063967
"464","isrrosh280222H","med","Pagellus acarne",32,141,16,33.062767,35.063967
"465","isrrosh280222H","med","Sphyraena sphyraena",1,141,16,33.062767,35.063967
"466","isrrosh280222I","med","Upeneus moluccensis",1,118,16,33.070267,35.063567
"467","isrrosh280222I","med","Nemipterus randalli",1,118,16,33.070267,35.063567
"468","isrrosh280222I","med","Dentex maroccanus",2,118,16,33.070267,35.063567
"469","isrrosh280222J","med","Trachurus mediterraneus",2,137,16,33.066283,35.065083
"470","isrrosh280222J","med","Boops boops",1,137,16,33.066283,35.065083
"471","isrrosh280222J","med","Dentex macrophthalmus",2,137,16,33.066283,35.065083
"472","isrrosh280222J","med","Dentex maroccanus",1,137,16,33.066283,35.065083
"473","isrrosh280222J","med","Pagellus acarne",104,137,16,33.066283,35.065083
"474","isrrosh280222J","med","Sphyraena sphyraena",8,137,16,33.066283,35.065083
"475","isrtche081121A","med","Taeniura grabata",1,8.6,24,33.077667,35.095217
"476","isrtche081121A","med","Thalassoma pavo",3,8.6,24,33.077667,35.095217
"477","isrtche081121A","med","Parupeneus forsskali",1,8.6,24,33.077667,35.095217
"478","isrtche081121A","med","Chromis chromis",11,8.6,24,33.077667,35.095217
"479","isrtche081121A","med","Scarus ghobban",1,8.6,24,33.077667,35.095217
"480","isrtche081121A","med","Epinephelus costae",2,8.6,24,33.077667,35.095217
"481","isrtche081121A","med","Mycteroperca rubra",1,8.6,24,33.077667,35.095217
"482","isrtche081121A","med","Serranus scriba",1,8.6,24,33.077667,35.095217
"483","isrtche081121A","med","Siganus luridus",32,8.6,24,33.077667,35.095217
"484","isrtche081121A","med","Siganus rivulatus",18,8.6,24,33.077667,35.095217
"485","isrtche081121A","med","Pagrus caeruleostictus",1,8.6,24,33.077667,35.095217
"486","isrtche081121A","med","Lagocephalus sceleratus",2,8.6,24,33.077667,35.095217
"487","isrtche081121A","med","Torquigener flavimaculosus",1,8.6,24,33.077667,35.095217
"488","isrtche081121B","med","Seriola dumerili",1,30.9,23,33.0835,35.085517
"489","isrtche081121B","med","Echeneis naucrates",1,30.9,23,33.0835,35.085517
"490","isrtche081121B","med","Coris julis",2,30.9,23,33.0835,35.085517
"491","isrtche081121B","med","Parupeneus forsskali",11,30.9,23,33.0835,35.085517
"492","isrtche081121B","med","Rhinoptera marginata",2,30.9,23,33.0835,35.085517
"493","isrtche081121B","med","Scomberomorus commerson",1,30.9,23,33.0835,35.085517
"494","isrtche081121B","med","Epinephelus marginatus",1,30.9,23,33.0835,35.085517
"495","isrtche081121B","med","Serranus cabrilla",1,30.9,23,33.0835,35.085517
"496","isrtche081121B","med","Spicara smaris",67,30.9,23,33.0835,35.085517
"497","isrtche081121B","med","Lagocephalus sceleratus",5,30.9,23,33.0835,35.085517
"498","isrtche081121C","med","Upeneus moluccensis",17,48.3,20,33.084133,35.076883
"499","isrtche081121C","med","Lagocephalus sceleratus",1,48.3,20,33.084133,35.076883
"500","isrtche081121C","med","Lagocephalus suezensis",23,48.3,20,33.084133,35.076883
"501","isrtche081121D","med","Seriola dumerili",46,69,19,33.08,35.060533
"502","isrtche081121D","med","Upeneus moluccensis",6,69,19,33.08,35.060533
"503","isrtche081121D","med","Nemipterus randalli",6,69,19,33.08,35.060533
"504","isrtche081121D","med","Lagocephalus sceleratus",3,69,19,33.08,35.060533
"505","isrtche081121E","med","Upeneus moluccensis",2,103,17,33.0801,35.057717
"506","isrtche081121E","med","Dentex macrophthalmus",1,103,17,33.0801,35.057717
"507","isrtche081121E","med","Spicara smaris",1,103,17,33.0801,35.057717
"508","isrtche081121F","med","Upeneus moluccensis",1,114,17,33.082783,35.0544
"509","isrtche081121F","med","Dentex macrophthalmus",1,114,17,33.082783,35.0544
"510","isrtche081121F","med","Pagellus acarne",3,114,17,33.082783,35.0544
"511","isrtche081121F","med","Saurida lessepsianus",1,114,17,33.082783,35.0544
"512","isrtche081121G","med","Upeneus moluccensis",1,128.3,16,33.084667,35.051817
"513","isrtche081121G","med","Dentex macrophthalmus",1,128.3,16,33.084667,35.051817
"514","isrtche081121H","med","Upeneus moluccensis",3,49.8,21,33.08355,35.07
"515","isrtche081121I","med","Seriola dumerili",1,15.6,24,33.0821,35.093883
"516","isrtche081121I","med","Dasyatis pastinaca",2,15.6,24,33.0821,35.093883
"517","isrtche081121I","med","Taeniura grabata",1,15.6,24,33.0821,35.093883
"518","isrtche081121I","med","Fistularia commersonii",1,15.6,24,33.0821,35.093883
"519","isrtche081121I","med","Coris julis",5,15.6,24,33.0821,35.093883
"520","isrtche081121I","med","Pteragogus trispilus",1,15.6,24,33.0821,35.093883
"521","isrtche081121I","med","Xyrichtys novacula",6,15.6,24,33.0821,35.093883
"522","isrtche081121I","med","Parupeneus forsskali",32,15.6,24,33.0821,35.093883
"523","isrtche081121I","med","Rhinoptera marginata",2,15.6,24,33.0821,35.093883
"524","isrtche081121I","med","Pterois miles",2,15.6,24,33.0821,35.093883
"525","isrtche081121I","med","Serranus cabrilla",1,15.6,24,33.0821,35.093883
"526","isrtche081121I","med","Siganus rivulatus",1,15.6,24,33.0821,35.093883
"527","isrtche081121I","med","Spicara smaris",50,15.6,24,33.0821,35.093883
"528","isrtche081121I","med","Lagocephalus sceleratus",1,15.6,24,33.0821,35.093883
"529","isrtche081121I","med","Torquigener flavimaculosus",13,15.6,24,33.0821,35.093883
