"","taxon","sample","depth","lon","lat","diversity_measure","value"
"388","sponges","10q16",10,34.9174723,29.5018611,"abundance",0
"389","sponges","10q16",10,34.9174723,29.5018611,"richness",0
"390","sponges","10q16",10,34.9174723,29.5018611,"sigma",NA
"391","sponges","10q17",10,34.9174723,29.5018611,"abundance",0
"392","sponges","10q17",10,34.9174723,29.5018611,"richness",0
"393","sponges","10q17",10,34.9174723,29.5018611,"sigma",NA
"394","sponges","10q18",10,34.9174723,29.5018611,"abundance",1
"395","sponges","10q18",10,34.9174723,29.5018611,"richness",1
"396","sponges","10q18",10,34.9174723,29.5018611,"sigma",0.0896093888935205
"397","sponges","10q19",10,34.9174723,29.5018611,"abundance",1
"398","sponges","10q19",10,34.9174723,29.5018611,"richness",1
"399","sponges","10q19",10,34.9174723,29.5018611,"sigma",0.0896093888935205
"400","sponges","10q2",10,34.9174723,29.5018611,"abundance",0
"401","sponges","10q2",10,34.9174723,29.5018611,"richness",0
"402","sponges","10q2",10,34.9174723,29.5018611,"sigma",NA
"403","sponges","10q20",10,34.9174723,29.5018611,"abundance",1
"404","sponges","10q20",10,34.9174723,29.5018611,"richness",1
"405","sponges","10q20",10,34.9174723,29.5018611,"sigma",0.0896093888935205
"406","sponges","10q21",10,34.9174723,29.5018611,"abundance",0
"407","sponges","10q21",10,34.9174723,29.5018611,"richness",0
"408","sponges","10q21",10,34.9174723,29.5018611,"sigma",NA
"409","sponges","10q22",10,34.9174723,29.5018611,"abundance",0
"410","sponges","10q22",10,34.9174723,29.5018611,"richness",0
"411","sponges","10q22",10,34.9174723,29.5018611,"sigma",NA
"412","sponges","10q23",10,34.9174723,29.5018611,"abundance",1
"413","sponges","10q23",10,34.9174723,29.5018611,"richness",1
"414","sponges","10q23",10,34.9174723,29.5018611,"sigma",0.0896093888935205
"415","sponges","10q24",10,34.9174723,29.5018611,"abundance",2
"416","sponges","10q24",10,34.9174723,29.5018611,"richness",2
"417","sponges","10q24",10,34.9174723,29.5018611,"sigma",0.107545684837639
"418","sponges","10q25",10,34.9174723,29.5018611,"abundance",0
"419","sponges","10q25",10,34.9174723,29.5018611,"richness",0
"420","sponges","10q25",10,34.9174723,29.5018611,"sigma",NA
"421","sponges","10q26",10,34.9174723,29.5018611,"abundance",0
"422","sponges","10q26",10,34.9174723,29.5018611,"richness",0
"423","sponges","10q26",10,34.9174723,29.5018611,"sigma",NA
"424","sponges","10q27",10,34.9174723,29.5018611,"abundance",0
"425","sponges","10q27",10,34.9174723,29.5018611,"richness",0
"426","sponges","10q27",10,34.9174723,29.5018611,"sigma",NA
"427","sponges","10q28",10,34.9174723,29.5018611,"abundance",0
"428","sponges","10q28",10,34.9174723,29.5018611,"richness",0
"429","sponges","10q28",10,34.9174723,29.5018611,"sigma",NA
"430","sponges","10q29",10,34.9174723,29.5018611,"abundance",0
"431","sponges","10q29",10,34.9174723,29.5018611,"richness",0
"432","sponges","10q29",10,34.9174723,29.5018611,"sigma",NA
"433","sponges","10q3",10,34.9174723,29.5018611,"abundance",2
"434","sponges","10q3",10,34.9174723,29.5018611,"richness",1
"435","sponges","10q3",10,34.9174723,29.5018611,"sigma",0.00941169561488163
"436","sponges","10q30",10,34.9174723,29.5018611,"abundance",0
"437","sponges","10q30",10,34.9174723,29.5018611,"richness",0
"438","sponges","10q30",10,34.9174723,29.5018611,"sigma",NA
"439","sponges","10q31",10,34.9174723,29.5018611,"abundance",0
"440","sponges","10q31",10,34.9174723,29.5018611,"richness",0
"441","sponges","10q31",10,34.9174723,29.5018611,"sigma",NA
"442","sponges","10q32",10,34.9174723,29.5018611,"abundance",0
"443","sponges","10q32",10,34.9174723,29.5018611,"richness",0
"444","sponges","10q32",10,34.9174723,29.5018611,"sigma",NA
"445","sponges","10q33",10,34.9174723,29.5018611,"abundance",0
"446","sponges","10q33",10,34.9174723,29.5018611,"richness",0
"447","sponges","10q33",10,34.9174723,29.5018611,"sigma",NA
"448","sponges","10q34",10,34.9174723,29.5018611,"abundance",0
"449","sponges","10q34",10,34.9174723,29.5018611,"richness",0
"450","sponges","10q34",10,34.9174723,29.5018611,"sigma",NA
"451","sponges","10q35",10,34.9174723,29.5018611,"abundance",0
"452","sponges","10q35",10,34.9174723,29.5018611,"richness",0
"453","sponges","10q35",10,34.9174723,29.5018611,"sigma",NA
"454","sponges","10q36",10,34.9174723,29.5018611,"abundance",1
"455","sponges","10q36",10,34.9174723,29.5018611,"richness",1
"456","sponges","10q36",10,34.9174723,29.5018611,"sigma",0.0896093888935205
"457","sponges","10q37",10,34.9174723,29.5018611,"abundance",0
"458","sponges","10q37",10,34.9174723,29.5018611,"richness",0
"459","sponges","10q37",10,34.9174723,29.5018611,"sigma",NA
"460","sponges","10q38",10,34.9174723,29.5018611,"abundance",1
"461","sponges","10q38",10,34.9174723,29.5018611,"richness",1
"462","sponges","10q38",10,34.9174723,29.5018611,"sigma",0.0896093888935205
"463","sponges","10q39",10,34.9174723,29.5018611,"abundance",2
"464","sponges","10q39",10,34.9174723,29.5018611,"richness",2
"465","sponges","10q39",10,34.9174723,29.5018611,"sigma",0.107545684837639
"466","sponges","10q4",10,34.9174723,29.5018611,"abundance",0
"467","sponges","10q4",10,34.9174723,29.5018611,"richness",0
"468","sponges","10q4",10,34.9174723,29.5018611,"sigma",NA
"469","sponges","10q40",10,34.9174723,29.5018611,"abundance",0
"470","sponges","10q40",10,34.9174723,29.5018611,"richness",0
"471","sponges","10q40",10,34.9174723,29.5018611,"sigma",NA
"472","sponges","10q41",10,34.9174723,29.5018611,"abundance",1
"473","sponges","10q41",10,34.9174723,29.5018611,"richness",1
"474","sponges","10q41",10,34.9174723,29.5018611,"sigma",0.0896093888935205
"475","sponges","10q42",10,34.9174723,29.5018611,"abundance",0
"476","sponges","10q42",10,34.9174723,29.5018611,"richness",0
"477","sponges","10q42",10,34.9174723,29.5018611,"sigma",NA
"478","sponges","10q5",10,34.9174723,29.5018611,"abundance",1
"479","sponges","10q5",10,34.9174723,29.5018611,"richness",1
"480","sponges","10q5",10,34.9174723,29.5018611,"sigma",0.0896093888935205
"481","sponges","10q6",10,34.9174723,29.5018611,"abundance",0
"482","sponges","10q6",10,34.9174723,29.5018611,"richness",0
"483","sponges","10q6",10,34.9174723,29.5018611,"sigma",NA
"484","sponges","10q7",10,34.9174723,29.5018611,"abundance",0
"485","sponges","10q7",10,34.9174723,29.5018611,"richness",0
"486","sponges","10q7",10,34.9174723,29.5018611,"sigma",NA
"487","sponges","10q8",10,34.9174723,29.5018611,"abundance",0
"488","sponges","10q8",10,34.9174723,29.5018611,"richness",0
"489","sponges","10q8",10,34.9174723,29.5018611,"sigma",NA
"490","sponges","10q9",10,34.9174723,29.5018611,"abundance",1
"491","sponges","10q9",10,34.9174723,29.5018611,"richness",1
"492","sponges","10q9",10,34.9174723,29.5018611,"sigma",0.0896093888935205
"493","sponges","20q1",20,34.9174723,29.5018611,"abundance",2
"494","sponges","20q1",20,34.9174723,29.5018611,"richness",2
"495","sponges","20q1",20,34.9174723,29.5018611,"sigma",0.107545684837639
"496","sponges","20q10",20,34.9174723,29.5018611,"abundance",0
"497","sponges","20q10",20,34.9174723,29.5018611,"richness",0
"498","sponges","20q10",20,34.9174723,29.5018611,"sigma",NA
"499","sponges","20q11",20,34.9174723,29.5018611,"abundance",0
"500","sponges","20q11",20,34.9174723,29.5018611,"richness",0
"501","sponges","20q11",20,34.9174723,29.5018611,"sigma",NA
"502","sponges","20q12",20,34.9174723,29.5018611,"abundance",0
"503","sponges","20q12",20,34.9174723,29.5018611,"richness",0
"504","sponges","20q12",20,34.9174723,29.5018611,"sigma",NA
"505","sponges","20q13",20,34.9174723,29.5018611,"abundance",1
"506","sponges","20q13",20,34.9174723,29.5018611,"richness",1
"507","sponges","20q13",20,34.9174723,29.5018611,"sigma",0.0896093888935205
"508","sponges","20q14",20,34.9174723,29.5018611,"abundance",0
"509","sponges","20q14",20,34.9174723,29.5018611,"richness",0
"510","sponges","20q14",20,34.9174723,29.5018611,"sigma",NA
"511","sponges","20q15",20,34.9174723,29.5018611,"abundance",2
"512","sponges","20q15",20,34.9174723,29.5018611,"richness",2
"513","sponges","20q15",20,34.9174723,29.5018611,"sigma",0.107545684837639
"514","sponges","20q16",20,34.9174723,29.5018611,"abundance",0
"515","sponges","20q16",20,34.9174723,29.5018611,"richness",0
"516","sponges","20q16",20,34.9174723,29.5018611,"sigma",NA
"517","sponges","20q17",20,34.9174723,29.5018611,"abundance",1
"518","sponges","20q17",20,34.9174723,29.5018611,"richness",1
"519","sponges","20q17",20,34.9174723,29.5018611,"sigma",0.0896093888935205
"520","sponges","20q18",20,34.9174723,29.5018611,"abundance",1
"521","sponges","20q18",20,34.9174723,29.5018611,"richness",1
"522","sponges","20q18",20,34.9174723,29.5018611,"sigma",0.0896093888935205
"523","sponges","20q19",20,34.9174723,29.5018611,"abundance",1
"524","sponges","20q19",20,34.9174723,29.5018611,"richness",1
"525","sponges","20q19",20,34.9174723,29.5018611,"sigma",0.0896093888935205
"526","sponges","20q2",20,34.9174723,29.5018611,"abundance",1
"527","sponges","20q2",20,34.9174723,29.5018611,"richness",1
"528","sponges","20q2",20,34.9174723,29.5018611,"sigma",0.0896093888935205
"529","sponges","20q20",20,34.9174723,29.5018611,"abundance",2
"530","sponges","20q20",20,34.9174723,29.5018611,"richness",2
"531","sponges","20q20",20,34.9174723,29.5018611,"sigma",0.107545684837639
"532","sponges","20q21",20,34.9174723,29.5018611,"abundance",1
"533","sponges","20q21",20,34.9174723,29.5018611,"richness",1
"534","sponges","20q21",20,34.9174723,29.5018611,"sigma",0.0896093888935205
"535","sponges","20q22",20,34.9174723,29.5018611,"abundance",3
"536","sponges","20q22",20,34.9174723,29.5018611,"richness",2
"537","sponges","20q22",20,34.9174723,29.5018611,"sigma",0.0150563559131666
"538","sponges","20q23",20,34.9174723,29.5018611,"abundance",0
"539","sponges","20q23",20,34.9174723,29.5018611,"richness",0
"540","sponges","20q23",20,34.9174723,29.5018611,"sigma",NA
"541","sponges","20q24",20,34.9174723,29.5018611,"abundance",0
"542","sponges","20q24",20,34.9174723,29.5018611,"richness",0
"543","sponges","20q24",20,34.9174723,29.5018611,"sigma",NA
"544","sponges","20q25",20,34.9174723,29.5018611,"abundance",0
"545","sponges","20q25",20,34.9174723,29.5018611,"richness",0
"546","sponges","20q25",20,34.9174723,29.5018611,"sigma",NA
"547","sponges","20q26",20,34.9174723,29.5018611,"abundance",2
"548","sponges","20q26",20,34.9174723,29.5018611,"richness",2
"549","sponges","20q26",20,34.9174723,29.5018611,"sigma",0.107545684837639
"550","sponges","20q27",20,34.9174723,29.5018611,"abundance",2
"551","sponges","20q27",20,34.9174723,29.5018611,"richness",2
"552","sponges","20q27",20,34.9174723,29.5018611,"sigma",0.107545684837639
"553","sponges","20q3",20,34.9174723,29.5018611,"abundance",0
"554","sponges","20q3",20,34.9174723,29.5018611,"richness",0
"555","sponges","20q3",20,34.9174723,29.5018611,"sigma",NA
"556","sponges","20q30",20,34.9174723,29.5018611,"abundance",0
"557","sponges","20q30",20,34.9174723,29.5018611,"richness",0
"558","sponges","20q30",20,34.9174723,29.5018611,"sigma",NA
"559","sponges","20q31",20,34.9174723,29.5018611,"abundance",0
"560","sponges","20q31",20,34.9174723,29.5018611,"richness",0
"561","sponges","20q31",20,34.9174723,29.5018611,"sigma",NA
"562","sponges","20q32",20,34.9174723,29.5018611,"abundance",2
"563","sponges","20q32",20,34.9174723,29.5018611,"richness",1
"564","sponges","20q32",20,34.9174723,29.5018611,"sigma",0.00941169561488163
"565","sponges","20q33",20,34.9174723,29.5018611,"abundance",0
"566","sponges","20q33",20,34.9174723,29.5018611,"richness",0
"567","sponges","20q33",20,34.9174723,29.5018611,"sigma",NA
"568","sponges","20q34",20,34.9174723,29.5018611,"abundance",1
"569","sponges","20q34",20,34.9174723,29.5018611,"richness",1
"570","sponges","20q34",20,34.9174723,29.5018611,"sigma",0.0896093888935205
"571","sponges","20q4",20,34.9174723,29.5018611,"abundance",1
"572","sponges","20q4",20,34.9174723,29.5018611,"richness",1
"573","sponges","20q4",20,34.9174723,29.5018611,"sigma",0.0896093888935205
"574","sponges","20q5",20,34.9174723,29.5018611,"abundance",0
"575","sponges","20q5",20,34.9174723,29.5018611,"richness",0
"576","sponges","20q5",20,34.9174723,29.5018611,"sigma",NA
"577","sponges","20q6",20,34.9174723,29.5018611,"abundance",4
"578","sponges","20q6",20,34.9174723,29.5018611,"richness",4
"579","sponges","20q6",20,34.9174723,29.5018611,"sigma",0.0151422846952663
"580","sponges","20q7",20,34.9174723,29.5018611,"abundance",0
"581","sponges","20q7",20,34.9174723,29.5018611,"richness",0
"582","sponges","20q7",20,34.9174723,29.5018611,"sigma",NA
"583","sponges","20q8",20,34.9174723,29.5018611,"abundance",0
"584","sponges","20q8",20,34.9174723,29.5018611,"richness",0
"585","sponges","20q8",20,34.9174723,29.5018611,"sigma",NA
"586","sponges","20q9",20,34.9174723,29.5018611,"abundance",1
"587","sponges","20q9",20,34.9174723,29.5018611,"richness",1
"588","sponges","20q9",20,34.9174723,29.5018611,"sigma",0.0896093888935205
"589","sponges","50q1",50,34.9174723,29.5018611,"abundance",2
"590","sponges","50q1",50,34.9174723,29.5018611,"richness",1
"591","sponges","50q1",50,34.9174723,29.5018611,"sigma",0.00941169561488163
"592","sponges","50q10",50,34.9174723,29.5018611,"abundance",5
"593","sponges","50q10",50,34.9174723,29.5018611,"richness",3
"594","sponges","50q10",50,34.9174723,29.5018611,"sigma",0.483210237665936
"595","sponges","50q11",50,34.9174723,29.5018611,"abundance",3
"596","sponges","50q11",50,34.9174723,29.5018611,"richness",1
"597","sponges","50q11",50,34.9174723,29.5018611,"sigma",0.00714895645970715
"598","sponges","50q12",50,34.9174723,29.5018611,"abundance",0
"599","sponges","50q12",50,34.9174723,29.5018611,"richness",0
"600","sponges","50q12",50,34.9174723,29.5018611,"sigma",NA
"601","sponges","50q13",50,34.9174723,29.5018611,"abundance",9
"602","sponges","50q13",50,34.9174723,29.5018611,"richness",2
"603","sponges","50q13",50,34.9174723,29.5018611,"sigma",1.57430216938532
"604","sponges","50q14",50,34.9174723,29.5018611,"abundance",3
"605","sponges","50q14",50,34.9174723,29.5018611,"richness",2
"606","sponges","50q14",50,34.9174723,29.5018611,"sigma",0.0150563559131666
"607","sponges","50q15",50,34.9174723,29.5018611,"abundance",12
"608","sponges","50q15",50,34.9174723,29.5018611,"richness",6
"609","sponges","50q15",50,34.9174723,29.5018611,"sigma",0.328901559767622
"610","sponges","50q16",50,34.9174723,29.5018611,"abundance",6
"611","sponges","50q16",50,34.9174723,29.5018611,"richness",5
"612","sponges","50q16",50,34.9174723,29.5018611,"sigma",0.0234870107351228
"613","sponges","50q17",50,34.9174723,29.5018611,"abundance",7
"614","sponges","50q17",50,34.9174723,29.5018611,"richness",5
"615","sponges","50q17",50,34.9174723,29.5018611,"sigma",0.0133849612119
"616","sponges","50q18",50,34.9174723,29.5018611,"abundance",5
"617","sponges","50q18",50,34.9174723,29.5018611,"richness",3
"618","sponges","50q18",50,34.9174723,29.5018611,"sigma",0.483210237665936
"619","sponges","50q19",50,34.9174723,29.5018611,"abundance",4
"620","sponges","50q19",50,34.9174723,29.5018611,"richness",4
"621","sponges","50q19",50,34.9174723,29.5018611,"sigma",0.0151422846952663
"622","sponges","50q2",50,34.9174723,29.5018611,"abundance",0
"623","sponges","50q2",50,34.9174723,29.5018611,"richness",0
"624","sponges","50q2",50,34.9174723,29.5018611,"sigma",NA
"625","sponges","50q20",50,34.9174723,29.5018611,"abundance",4
"626","sponges","50q20",50,34.9174723,29.5018611,"richness",3
"627","sponges","50q20",50,34.9174723,29.5018611,"sigma",0.0195414609133534
"628","sponges","50q21",50,34.9174723,29.5018611,"abundance",10
"629","sponges","50q21",50,34.9174723,29.5018611,"richness",3
"630","sponges","50q21",50,34.9174723,29.5018611,"sigma",0.466895194104789
"631","sponges","50q22",50,34.9174723,29.5018611,"abundance",8
"632","sponges","50q22",50,34.9174723,29.5018611,"richness",4
"633","sponges","50q22",50,34.9174723,29.5018611,"sigma",0.502734348799091
"634","sponges","50q23",50,34.9174723,29.5018611,"abundance",0
"635","sponges","50q23",50,34.9174723,29.5018611,"richness",0
"636","sponges","50q23",50,34.9174723,29.5018611,"sigma",NA
"637","sponges","50q24",50,34.9174723,29.5018611,"abundance",1
"638","sponges","50q24",50,34.9174723,29.5018611,"richness",1
"639","sponges","50q24",50,34.9174723,29.5018611,"sigma",0.0896093888935205
"640","sponges","50q25",50,34.9174723,29.5018611,"abundance",5
"641","sponges","50q25",50,34.9174723,29.5018611,"richness",5
"642","sponges","50q25",50,34.9174723,29.5018611,"sigma",0.0432486754923437
"643","sponges","50q26",50,34.9174723,29.5018611,"abundance",2
"644","sponges","50q26",50,34.9174723,29.5018611,"richness",1
"645","sponges","50q26",50,34.9174723,29.5018611,"sigma",0.00941169561488163
"646","sponges","50q27",50,34.9174723,29.5018611,"abundance",4
"647","sponges","50q27",50,34.9174723,29.5018611,"richness",3
"648","sponges","50q27",50,34.9174723,29.5018611,"sigma",0.0195414609133534
"649","sponges","50q3",50,34.9174723,29.5018611,"abundance",2
"650","sponges","50q3",50,34.9174723,29.5018611,"richness",1
"651","sponges","50q3",50,34.9174723,29.5018611,"sigma",0.00941169561488163
"652","sponges","50q4",50,34.9174723,29.5018611,"abundance",1
"653","sponges","50q4",50,34.9174723,29.5018611,"richness",1
"654","sponges","50q4",50,34.9174723,29.5018611,"sigma",0.0896093888935205
"655","sponges","50q5",50,34.9174723,29.5018611,"abundance",0
"656","sponges","50q5",50,34.9174723,29.5018611,"richness",0
"657","sponges","50q5",50,34.9174723,29.5018611,"sigma",NA
"658","sponges","50q6",50,34.9174723,29.5018611,"abundance",1
"659","sponges","50q6",50,34.9174723,29.5018611,"richness",1
"660","sponges","50q6",50,34.9174723,29.5018611,"sigma",0.0896093888935205
"661","sponges","50q7",50,34.9174723,29.5018611,"abundance",2
"662","sponges","50q7",50,34.9174723,29.5018611,"richness",1
"663","sponges","50q7",50,34.9174723,29.5018611,"sigma",0.00941169561488163
"664","sponges","50q8",50,34.9174723,29.5018611,"abundance",0
"665","sponges","50q8",50,34.9174723,29.5018611,"richness",0
"666","sponges","50q8",50,34.9174723,29.5018611,"sigma",NA
"667","sponges","50q9",50,34.9174723,29.5018611,"abundance",0
"668","sponges","50q9",50,34.9174723,29.5018611,"richness",0
"669","sponges","50q9",50,34.9174723,29.5018611,"sigma",NA
"670","sponges","5q1",5,34.9174723,29.5018611,"abundance",0
"671","sponges","5q1",5,34.9174723,29.5018611,"richness",0
"672","sponges","5q1",5,34.9174723,29.5018611,"sigma",NA
"673","sponges","5q10",5,34.9174723,29.5018611,"abundance",1
"674","sponges","5q10",5,34.9174723,29.5018611,"richness",1
"675","sponges","5q10",5,34.9174723,29.5018611,"sigma",0.0896093888935205
"676","sponges","5q11",5,34.9174723,29.5018611,"abundance",2
"677","sponges","5q11",5,34.9174723,29.5018611,"richness",2
"678","sponges","5q11",5,34.9174723,29.5018611,"sigma",0.107545684837639
"679","sponges","5q12",5,34.9174723,29.5018611,"abundance",0
"680","sponges","5q12",5,34.9174723,29.5018611,"richness",0
"681","sponges","5q12",5,34.9174723,29.5018611,"sigma",NA
"682","sponges","5q13",5,34.9174723,29.5018611,"abundance",0
"683","sponges","5q13",5,34.9174723,29.5018611,"richness",0
"684","sponges","5q13",5,34.9174723,29.5018611,"sigma",NA
"685","sponges","5q14",5,34.9174723,29.5018611,"abundance",1
"686","sponges","5q14",5,34.9174723,29.5018611,"richness",1
"687","sponges","5q14",5,34.9174723,29.5018611,"sigma",0.0896093888935205
"688","sponges","5q15",5,34.9174723,29.5018611,"abundance",1
"689","sponges","5q15",5,34.9174723,29.5018611,"richness",1
"690","sponges","5q15",5,34.9174723,29.5018611,"sigma",0.0896093888935205
"691","sponges","5q16",5,34.9174723,29.5018611,"abundance",0
"692","sponges","5q16",5,34.9174723,29.5018611,"richness",0
"693","sponges","5q16",5,34.9174723,29.5018611,"sigma",NA
"694","sponges","5q17",5,34.9174723,29.5018611,"abundance",0
"695","sponges","5q17",5,34.9174723,29.5018611,"richness",0
"696","sponges","5q17",5,34.9174723,29.5018611,"sigma",NA
"697","sponges","5q18",5,34.9174723,29.5018611,"abundance",0
"698","sponges","5q18",5,34.9174723,29.5018611,"richness",0
"699","sponges","5q18",5,34.9174723,29.5018611,"sigma",NA
"700","sponges","5q19",5,34.9174723,29.5018611,"abundance",1
"701","sponges","5q19",5,34.9174723,29.5018611,"richness",1
"702","sponges","5q19",5,34.9174723,29.5018611,"sigma",0.0896093888935205
"703","sponges","5q2",5,34.9174723,29.5018611,"abundance",0
"704","sponges","5q2",5,34.9174723,29.5018611,"richness",0
"705","sponges","5q2",5,34.9174723,29.5018611,"sigma",NA
"706","sponges","5q20",5,34.9174723,29.5018611,"abundance",1
"707","sponges","5q20",5,34.9174723,29.5018611,"richness",1
"708","sponges","5q20",5,34.9174723,29.5018611,"sigma",0.0896093888935205
"709","sponges","5q21",5,34.9174723,29.5018611,"abundance",2
"710","sponges","5q21",5,34.9174723,29.5018611,"richness",2
"711","sponges","5q21",5,34.9174723,29.5018611,"sigma",0.107545684837639
"712","sponges","5q22",5,34.9174723,29.5018611,"abundance",1
"713","sponges","5q22",5,34.9174723,29.5018611,"richness",1
"714","sponges","5q22",5,34.9174723,29.5018611,"sigma",0.0896093888935205
"715","sponges","5q23",5,34.9174723,29.5018611,"abundance",1
"716","sponges","5q23",5,34.9174723,29.5018611,"richness",1
"717","sponges","5q23",5,34.9174723,29.5018611,"sigma",0.0896093888935205
"718","sponges","5q26",5,34.9174723,29.5018611,"abundance",0
"719","sponges","5q26",5,34.9174723,29.5018611,"richness",0
"720","sponges","5q26",5,34.9174723,29.5018611,"sigma",NA
"721","sponges","5q27",5,34.9174723,29.5018611,"abundance",1
"722","sponges","5q27",5,34.9174723,29.5018611,"richness",1
"723","sponges","5q27",5,34.9174723,29.5018611,"sigma",0.0896093888935205
"724","sponges","5q28",5,34.9174723,29.5018611,"abundance",1
"725","sponges","5q28",5,34.9174723,29.5018611,"richness",1
"726","sponges","5q28",5,34.9174723,29.5018611,"sigma",0.0896093888935205
"727","sponges","5q29",5,34.9174723,29.5018611,"abundance",0
"728","sponges","5q29",5,34.9174723,29.5018611,"richness",0
"729","sponges","5q29",5,34.9174723,29.5018611,"sigma",NA
"730","sponges","5q3",5,34.9174723,29.5018611,"abundance",0
"731","sponges","5q3",5,34.9174723,29.5018611,"richness",0
"732","sponges","5q3",5,34.9174723,29.5018611,"sigma",NA
"733","sponges","5q30",5,34.9174723,29.5018611,"abundance",0
"734","sponges","5q30",5,34.9174723,29.5018611,"richness",0
"735","sponges","5q30",5,34.9174723,29.5018611,"sigma",NA
"736","sponges","5q31",5,34.9174723,29.5018611,"abundance",2
"737","sponges","5q31",5,34.9174723,29.5018611,"richness",1
"738","sponges","5q31",5,34.9174723,29.5018611,"sigma",0.00941169561488163
"739","sponges","5q32",5,34.9174723,29.5018611,"abundance",0
"740","sponges","5q32",5,34.9174723,29.5018611,"richness",0
"741","sponges","5q32",5,34.9174723,29.5018611,"sigma",NA
"742","sponges","5q34",5,34.9174723,29.5018611,"abundance",0
"743","sponges","5q34",5,34.9174723,29.5018611,"richness",0
"744","sponges","5q34",5,34.9174723,29.5018611,"sigma",NA
"745","sponges","5q35",5,34.9174723,29.5018611,"abundance",0
"746","sponges","5q35",5,34.9174723,29.5018611,"richness",0
"747","sponges","5q35",5,34.9174723,29.5018611,"sigma",NA
"748","sponges","5q36",5,34.9174723,29.5018611,"abundance",1
"749","sponges","5q36",5,34.9174723,29.5018611,"richness",1
"750","sponges","5q36",5,34.9174723,29.5018611,"sigma",0.0896093888935205
"751","sponges","5q37",5,34.9174723,29.5018611,"abundance",0
"752","sponges","5q37",5,34.9174723,29.5018611,"richness",0
"753","sponges","5q37",5,34.9174723,29.5018611,"sigma",NA
"754","sponges","5q38",5,34.9174723,29.5018611,"abundance",0
"755","sponges","5q38",5,34.9174723,29.5018611,"richness",0
"756","sponges","5q38",5,34.9174723,29.5018611,"sigma",NA
"757","sponges","5q39",5,34.9174723,29.5018611,"abundance",0
"758","sponges","5q39",5,34.9174723,29.5018611,"richness",0
"759","sponges","5q39",5,34.9174723,29.5018611,"sigma",NA
"760","sponges","5q40",5,34.9174723,29.5018611,"abundance",0
"761","sponges","5q40",5,34.9174723,29.5018611,"richness",0
"762","sponges","5q40",5,34.9174723,29.5018611,"sigma",NA
"763","sponges","5q6",5,34.9174723,29.5018611,"abundance",0
"764","sponges","5q6",5,34.9174723,29.5018611,"richness",0
"765","sponges","5q6",5,34.9174723,29.5018611,"sigma",NA
"766","sponges","5q7",5,34.9174723,29.5018611,"abundance",0
"767","sponges","5q7",5,34.9174723,29.5018611,"richness",0
"768","sponges","5q7",5,34.9174723,29.5018611,"sigma",NA
"769","sponges","5q8",5,34.9174723,29.5018611,"abundance",0
"770","sponges","5q8",5,34.9174723,29.5018611,"richness",0
"771","sponges","5q8",5,34.9174723,29.5018611,"sigma",NA
"772","sponges","5q9",5,34.9174723,29.5018611,"abundance",0
"773","sponges","5q9",5,34.9174723,29.5018611,"richness",0
"774","sponges","5q9",5,34.9174723,29.5018611,"sigma",NA
"775","sponges","60q1",60,34.9174723,29.5018611,"abundance",3
"776","sponges","60q1",60,34.9174723,29.5018611,"richness",3
"777","sponges","60q1",60,34.9174723,29.5018611,"sigma",0.0521168099182725
"778","sponges","60q10",60,34.9174723,29.5018611,"abundance",9
"779","sponges","60q10",60,34.9174723,29.5018611,"richness",3
"780","sponges","60q10",60,34.9174723,29.5018611,"sigma",0.190655164358921
"781","sponges","60q11",60,34.9174723,29.5018611,"abundance",3
"782","sponges","60q11",60,34.9174723,29.5018611,"richness",2
"783","sponges","60q11",60,34.9174723,29.5018611,"sigma",0.0150563559131666
"784","sponges","60q12",60,34.9174723,29.5018611,"abundance",8
"785","sponges","60q12",60,34.9174723,29.5018611,"richness",5
"786","sponges","60q12",60,34.9174723,29.5018611,"sigma",0.0326061737849961
"787","sponges","60q2",60,34.9174723,29.5018611,"abundance",1
"788","sponges","60q2",60,34.9174723,29.5018611,"richness",1
"789","sponges","60q2",60,34.9174723,29.5018611,"sigma",0.0896093888935205
"790","sponges","60q8",60,34.9174723,29.5018611,"abundance",0
"791","sponges","60q8",60,34.9174723,29.5018611,"richness",0
"792","sponges","60q8",60,34.9174723,29.5018611,"sigma",NA
"793","sponges","10mq1",10,34.9323889,29.5226944,"abundance",1
"794","sponges","10mq1",10,34.9323889,29.5226944,"richness",1
"795","sponges","10mq1",10,34.9323889,29.5226944,"sigma",0.0896093888935205
"796","sponges","10mq10",10,34.9323889,29.5226944,"abundance",0
"797","sponges","10mq10",10,34.9323889,29.5226944,"richness",0
"798","sponges","10mq10",10,34.9323889,29.5226944,"sigma",NA
"799","sponges","10mq11",10,34.9323889,29.5226944,"abundance",0
"800","sponges","10mq11",10,34.9323889,29.5226944,"richness",0
"801","sponges","10mq11",10,34.9323889,29.5226944,"sigma",NA
"802","sponges","10mq12",10,34.9323889,29.5226944,"abundance",1
"803","sponges","10mq12",10,34.9323889,29.5226944,"richness",1
"804","sponges","10mq12",10,34.9323889,29.5226944,"sigma",0.0896093888935205
"805","sponges","10mq13",10,34.9323889,29.5226944,"abundance",1
"806","sponges","10mq13",10,34.9323889,29.5226944,"richness",1
"807","sponges","10mq13",10,34.9323889,29.5226944,"sigma",0.0896093888935205
"808","sponges","10mq14",10,34.9323889,29.5226944,"abundance",0
"809","sponges","10mq14",10,34.9323889,29.5226944,"richness",0
"810","sponges","10mq14",10,34.9323889,29.5226944,"sigma",NA
