"OpCode","Family","species","MaxN","depth","temperature","sea","n_measure","min_FL","mean_FL","max_FL","sd_FL","se_FL","MoE_FL","ci_low","ci_high"
"isrrosh270722G","Serranidae","Serranus hepatus",1,71.1,18,"med",1,76.8,76.8,76.8,NA,NA,NA,NA,NA
"isrrosh270722G","Sparidae","Dentex macrophthalmus",34,71.1,18,"med",10,35.87,44.13,53.79,6.06,1.92,3.76,40.37,47.88
"isrrosh270722G","Sparidae","Pagellus acarne",5,71.1,18,"med",3,53.4,66.73,92.57,22.38,12.92,25.33,41.4,92.06
"isrrosh270722H","Nemipteridae","Nemipterus randalli",1,113,16,"med",1,104.93,104.93,104.93,NA,NA,NA,NA,NA
"isrrosh270722H","Sparidae","Dentex macrophthalmus",8,113,16,"med",6,45.7,57.14,65.43,7.83,3.2,6.26,50.88,63.4
"isrrosh270722H","Sparidae","Dentex maroccanus",2,113,16,"med",2,130.93,140.73,150.53,13.86,9.8,19.21,121.52,159.95
"isrrosh270722H","Torpedinidae","Torpedo marmorata",1,113,16,"med",1,310,310,310,NA,NA,NA,NA,NA
"isrrosh280222A","Labridae","Coris julis",1,10.3,17,"med",1,81.75,81.75,81.75,NA,NA,NA,NA,NA
"isrrosh280222A","Labridae","Thalassoma pavo",1,10.3,17,"med",0,NA,NA,NA,NA,NA,NA,NA,NA
"isrrosh280222A","Serranidae","Epinephelus costae",1,10.3,17,"med",1,278.91,278.91,278.91,NA,NA,NA,NA,NA
"isrrosh280222A","Serranidae","Serranus scriba",3,10.3,17,"med",2,172.1,205.22,238.33,46.83,33.12,64.91,140.31,270.13
"isrrosh280222A","Siganidae","Siganus luridus",7,10.3,17,"med",3,130.19,144.58,153.05,12.53,7.23,14.18,130.4,158.76
"isrrosh280222B","Carangidae","Seriola dumerili",1,23.4,17,"med",1,595.39,595.39,595.39,NA,NA,NA,NA,NA
"isrrosh280222B","Dasyatidae","Himantura uarnak",1,23.4,17,"med",1,2344.65,2344.65,2344.65,NA,NA,NA,NA,NA
"isrrosh280222B","Dasyatidae","Taeniura grabata",3,23.4,17,"med",2,1088.22,1186.83,1285.44,139.46,98.61,193.28,993.56,1380.11
"isrrosh280222B","Echeneidae","Echeneis naucrates",1,23.4,17,"med",1,275.35,275.35,275.35,NA,NA,NA,NA,NA
"isrrosh280222B","Gymnuridae","Gymnura altavela",1,23.4,17,"med",0,NA,NA,NA,NA,NA,NA,NA,NA
"isrrosh280222B","Labridae","Coris julis",3,23.4,17,"med",3,44.12,62.28,75.8,16.34,9.44,18.49,43.79,80.77
"isrrosh280222B","Labridae","Thalassoma pavo",1,23.4,17,"med",0,NA,NA,NA,NA,NA,NA,NA,NA
"isrrosh280222B","Sciaenidae","Umbrina cirrosa",3,23.4,17,"med",3,676.37,687.86,696.58,10.39,6,11.75,676.11,699.61
"isrrosh280222B","Serranidae","Epinephelus costae",1,23.4,17,"med",1,631.48,631.48,631.48,NA,NA,NA,NA,NA
"isrrosh280222B","Serranidae","Mycteroperca rubra",1,23.4,17,"med",1,709.35,709.35,709.35,NA,NA,NA,NA,NA
"isrrosh280222B","Tetraodontidae","Torquigener flavimaculosus",2,23.4,17,"med",2,110.35,111.93,113.51,2.23,1.58,3.09,108.84,115.02
"isrrosh280222C","Tetraodontidae","Lagocephalus sceleratus",4,29.8,17,"med",4,189.52,270.93,434.73,111.01,55.5,108.79,162.14,379.72
"isrrosh280222C","Tetraodontidae","Lagocephalus suezensis",4,29.8,17,"med",3,116.51,124.06,128.99,6.64,3.83,7.51,116.54,131.57
"isrrosh280222C","Tetraodontidae","Torquigener flavimaculosus",1,29.8,17,"med",1,101.66,101.66,101.66,NA,NA,NA,NA,NA
"isrrosh280222D","Nemipteridae","Nemipterus randalli",2,52.8,17,"med",1,105.1,105.1,105.1,NA,NA,NA,NA,NA
"isrrosh280222D","Sparidae","Pagellus erythrinus",1,52.8,17,"med",1,231.38,231.38,231.38,NA,NA,NA,NA,NA
"isrrosh280222D","Tetraodontidae","Lagocephalus sceleratus",5,52.8,17,"med",5,386.11,425.54,472.09,36.4,16.28,31.9,393.63,457.44
"isrrosh280222E","Nemipteridae","Nemipterus randalli",4,74.1,17,"med",2,85.2,89.38,93.57,5.92,4.18,8.2,81.18,97.58
"isrrosh280222E","Tetraodontidae","Lagocephalus sceleratus",1,74.1,17,"med",1,412.65,412.65,412.65,NA,NA,NA,NA,NA
"isrrosh280222E","Tetraodontidae","Lagocephalus suezensis",4,74.1,17,"med",2,96.22,103.44,110.66,10.21,7.22,14.15,89.29,117.6
"isrrosh280222F","Nemipteridae","Nemipterus randalli",3,90.4,16,"med",3,107.54,121.67,139.86,16.54,9.55,18.72,102.95,140.39
"isrrosh280222F","Sparidae","Dentex maroccanus",2,90.4,16,"med",2,163.7,165.7,167.71,2.83,2,3.92,161.78,169.63
"isrrosh280222F","Tetraodontidae","Lagocephalus sceleratus",2,90.4,16,"med",2,437.6,466.85,496.11,41.37,29.25,57.34,409.52,524.19
"isrrosh280222F","Tetraodontidae","Lagocephalus suezensis",8,90.4,16,"med",4,127.94,146.09,167.15,17.51,8.76,17.16,128.93,163.26
"isrrosh280222G","Mullidae","Upeneus moluccensis",1,113,16,"med",1,153.61,153.61,153.61,NA,NA,NA,NA,NA
"isrrosh280222G","Nemipteridae","Nemipterus randalli",1,113,16,"med",1,141.13,141.13,141.13,NA,NA,NA,NA,NA
"isrrosh280222G","Rajidae","Raja clavata",2,113,16,"med",1,684.4,684.4,684.4,NA,NA,NA,NA,NA
"isrrosh280222G","Sparidae","Dentex maroccanus",2,113,16,"med",2,151.26,153.34,155.42,2.95,2.08,4.08,149.26,157.42
"isrrosh280222H","Sparidae","Dentex macrophthalmus",1,141,16,"med",1,129.69,129.69,129.69,NA,NA,NA,NA,NA
"isrrosh280222H","Sparidae","Dentex maroccanus",1,141,16,"med",1,158.22,158.22,158.22,NA,NA,NA,NA,NA
"isrrosh280222H","Sparidae","Pagellus acarne",32,141,16,"med",8,104.68,130.1,175.47,25.93,9.17,17.97,112.13,148.07
"isrrosh280222H","Sphyraenidae","Sphyraena sphyraena",1,141,16,"med",0,NA,NA,NA,NA,NA,NA,NA,NA
"isrrosh280222I","Mullidae","Upeneus moluccensis",1,118,16,"med",1,215.45,215.45,215.45,NA,NA,NA,NA,NA
"isrrosh280222I","Nemipteridae","Nemipterus randalli",1,118,16,"med",0,NA,NA,NA,NA,NA,NA,NA,NA
"isrrosh280222I","Sparidae","Dentex maroccanus",2,118,16,"med",1,150.9,150.9,150.9,NA,NA,NA,NA,NA
"isrrosh280222J","Carangidae","Trachurus mediterraneus",2,137,16,"med",2,235.06,248.91,262.76,19.59,13.85,27.15,221.76,276.05
"isrrosh280222J","Sparidae","Boops boops",1,137,16,"med",1,198.89,198.89,198.89,NA,NA,NA,NA,NA
"isrrosh280222J","Sparidae","Dentex macrophthalmus",2,137,16,"med",2,100.08,105.16,110.24,7.18,5.08,9.96,95.2,115.11
"isrrosh280222J","Sparidae","Dentex maroccanus",1,137,16,"med",1,132.93,132.93,132.93,NA,NA,NA,NA,NA
"isrrosh280222J","Sparidae","Pagellus acarne",104,137,16,"med",13,104,135.19,171.97,23.96,6.65,13.03,122.17,148.22
"isrrosh280222J","Sphyraenidae","Sphyraena sphyraena",8,137,16,"med",4,174.64,207.63,227.96,25.31,12.65,24.8,182.83,232.44
"isrsdot201119A","Tetraodontidae","Lagocephalus sceleratus",1,10.7,22,"med",1,511.65,511.65,511.65,NA,NA,NA,NA,NA
"isrsdot201119B","Balistidae","Balistes capriscus",1,8.5,22,"med",1,209.49,209.49,209.49,NA,NA,NA,NA,NA
"isrsdot201119B","Carangidae","Seriola dumerili",9,8.5,22,"med",8,368.9,377.7,385.86,6.28,2.22,4.35,373.35,382.05
"isrsdot201119B","Labridae","Thalassoma pavo",5,8.5,22,"med",0,NA,NA,NA,NA,NA,NA,NA,NA
"isrsdot201119B","Mullidae","Parupeneus forsskali",5,8.5,22,"med",0,NA,NA,NA,NA,NA,NA,NA,NA
"isrsdot201119B","Pomacentridae","Chromis chromis",28,8.5,22,"med",3,75.59,87.55,97.7,11.17,6.45,12.64,74.91,100.18
"isrsdot201119B","Serranidae","Mycteroperca rubra",1,8.5,22,"med",1,141.6,141.6,141.6,NA,NA,NA,NA,NA
"isrsdot201119B","Tetraodontidae","Lagocephalus sceleratus",4,8.5,22,"med",2,430.36,434.47,438.58,5.81,4.11,8.05,426.41,442.52
"isrtche081121A","Dasyatidae","Taeniura grabata",1,8.6,24,"med",0,NA,NA,NA,NA,NA,NA,NA,NA
"isrtche081121A","Labridae","Thalassoma pavo",3,8.6,24,"med",2,48.89,64.96,81.03,22.73,16.07,31.51,33.45,96.46
"isrtche081121A","Mullidae","Parupeneus forsskali",1,8.6,24,"med",1,179.71,179.71,179.71,NA,NA,NA,NA,NA
"isrtche081121A","Pomacentridae","Chromis chromis",11,8.6,24,"med",11,43.65,79.61,95.93,15.78,4.76,9.33,70.28,88.93
"isrtche081121A","Scaridae","Scarus ghobban",1,8.6,24,"med",1,190.23,190.23,190.23,NA,NA,NA,NA,NA
"isrtche081121A","Serranidae","Epinephelus costae",2,8.6,24,"med",1,404.72,404.72,404.72,NA,NA,NA,NA,NA
"isrtche081121A","Serranidae","Mycteroperca rubra",1,8.6,24,"med",0,NA,NA,NA,NA,NA,NA,NA,NA
"isrtche081121A","Serranidae","Serranus scriba",1,8.6,24,"med",1,124.46,124.46,124.46,NA,NA,NA,NA,NA
"isrtche081121A","Siganidae","Siganus luridus",32,8.6,24,"med",13,137.94,164.6,204.64,19.3,5.35,10.49,154.11,175.09
"isrtche081121A","Siganidae","Siganus rivulatus",18,8.6,24,"med",10,115.83,151.73,191.48,22.23,7.03,13.78,137.95,165.51
"isrtche081121A","Sparidae","Pagrus caeruleostictus",1,8.6,24,"med",1,356.52,356.52,356.52,NA,NA,NA,NA,NA
"isrtche081121A","Tetraodontidae","Lagocephalus sceleratus",2,8.6,24,"med",2,416.32,429.66,442.99,18.86,13.33,26.14,403.52,455.79
"isrtche081121A","Tetraodontidae","Torquigener flavimaculosus",1,8.6,24,"med",1,133.88,133.88,133.88,NA,NA,NA,NA,NA
"isrtche081121B","Carangidae","Seriola dumerili",1,30.9,23,"med",0,NA,NA,NA,NA,NA,NA,NA,NA
"isrtche081121B","Echeneidae","Echeneis naucrates",1,30.9,23,"med",1,218.24,218.24,218.24,NA,NA,NA,NA,NA
"isrtche081121B","Labridae","Coris julis",2,30.9,23,"med",1,96.84,96.84,96.84,NA,NA,NA,NA,NA
"isrtche081121B","Mullidae","Parupeneus forsskali",11,30.9,23,"med",2,108.67,110.83,112.99,3.05,2.16,4.23,106.6,115.06
"isrtche081121B","Myliobatidae","Rhinoptera marginata",2,30.9,23,"med",2,1236.36,1305.1,1373.85,97.22,68.75,134.74,1170.36,1439.84
"isrtche081121B","Scombridae","Scomberomorus commerson",1,30.9,23,"med",1,1015.83,1015.83,1015.83,NA,NA,NA,NA,NA
"isrtche081121B","Serranidae","Epinephelus marginatus",1,30.9,23,"med",1,660.68,660.68,660.68,NA,NA,NA,NA,NA
"isrtche081121B","Serranidae","Serranus cabrilla",1,30.9,23,"med",1,95.56,95.56,95.56,NA,NA,NA,NA,NA
"isrtche081121B","Sparidae","Spicara smaris",67,30.9,23,"med",13,67.57,111.07,260.88,49.08,13.61,26.68,84.39,137.75
"isrtche081121B","Tetraodontidae","Lagocephalus sceleratus",5,30.9,23,"med",5,408.63,452.63,544.1,54.11,24.2,47.43,405.2,500.06
"isrtche081121C","Mullidae","Upeneus moluccensis",17,48.3,20,"med",4,50.64,66.84,84.26,15.67,7.84,15.36,51.48,82.2
"isrtche081121C","Tetraodontidae","Lagocephalus sceleratus",1,48.3,20,"med",1,482.63,482.63,482.63,NA,NA,NA,NA,NA
"isrtche081121C","Tetraodontidae","Lagocephalus suezensis",23,48.3,20,"med",7,108.18,123.27,129.48,7.06,2.67,5.23,118.04,128.5
"isrtche081121D","Carangidae","Seriola dumerili",46,69,19,"med",3,347.08,419.77,489.3,71.16,41.09,80.53,339.25,500.3
"isrtche081121D","Mullidae","Upeneus moluccensis",6,69,19,"med",1,75.82,75.82,75.82,NA,NA,NA,NA,NA
"isrtche081121D","Nemipteridae","Nemipterus randalli",6,69,19,"med",4,55.48,73.61,97.72,17.69,8.84,17.33,56.27,90.94
"isrtche081121D","Tetraodontidae","Lagocephalus sceleratus",3,69,19,"med",3,342.08,409.67,445.31,58.57,33.81,66.28,343.4,475.95
"isrtche081121E","Mullidae","Upeneus moluccensis",2,103,17,"med",2,86.23,86.65,87.07,0.6,0.42,0.83,85.82,87.48
"isrtche081121E","Sparidae","Dentex macrophthalmus",1,103,17,"med",1,50.26,50.26,50.26,NA,NA,NA,NA,NA
"isrtche081121E","Sparidae","Spicara smaris",1,103,17,"med",1,67.72,67.72,67.72,NA,NA,NA,NA,NA
"isrtche081121F","Mullidae","Upeneus moluccensis",1,114,17,"med",1,64.45,64.45,64.45,NA,NA,NA,NA,NA
"isrtche081121F","Sparidae","Dentex macrophthalmus",1,114,17,"med",0,NA,NA,NA,NA,NA,NA,NA,NA
"isrtche081121F","Sparidae","Pagellus acarne",3,114,17,"med",1,90.43,90.43,90.43,NA,NA,NA,NA,NA
"isrtche081121F","Synodontidae","Saurida lessepsianus",1,114,17,"med",0,NA,NA,NA,NA,NA,NA,NA,NA
"isrtche081121G","Mullidae","Upeneus moluccensis",1,128.3,16,"med",0,NA,NA,NA,NA,NA,NA,NA,NA
"isrtche081121G","Sparidae","Dentex macrophthalmus",1,128.3,16,"med",0,NA,NA,NA,NA,NA,NA,NA,NA
"isrtche081121H","Mullidae","Upeneus moluccensis",3,49.8,21,"med",0,NA,NA,NA,NA,NA,NA,NA,NA
"isrtche081121I","Carangidae","Seriola dumerili",1,15.6,24,"med",1,872.84,872.84,872.84,NA,NA,NA,NA,NA
"isrtche081121I","Dasyatidae","Dasyatis pastinaca",2,15.6,24,"med",1,535.27,535.27,535.27,NA,NA,NA,NA,NA
"isrtche081121I","Dasyatidae","Taeniura grabata",1,15.6,24,"med",0,NA,NA,NA,NA,NA,NA,NA,NA
"isrtche081121I","Fistulariidae","Fistularia commersonii",1,15.6,24,"med",0,NA,NA,NA,NA,NA,NA,NA,NA
"isrtche081121I","Labridae","Coris julis",5,15.6,24,"med",5,43.64,82.77,108.9,26.25,11.74,23.01,59.76,105.78
"isrtche081121I","Labridae","Pteragogus trispilus",1,15.6,24,"med",1,63.08,63.08,63.08,NA,NA,NA,NA,NA
"isrtche081121I","Labridae","Xyrichtys novacula",6,15.6,24,"med",6,93.23,101.48,106.13,5.07,2.07,4.05,97.42,105.53
"isrtche081121I","Mullidae","Parupeneus forsskali",32,15.6,24,"med",15,31.74,81.34,222.09,59.29,15.31,30.01,51.33,111.34
"isrtche081121I","Myliobatidae","Rhinoptera marginata",2,15.6,24,"med",1,1069.33,1069.33,1069.33,NA,NA,NA,NA,NA
"isrtche081121I","Scorpaenidae","Pterois miles",2,15.6,24,"med",2,299.97,315.63,331.3,22.15,15.66,30.7,284.93,346.33
"isrtche081121I","Serranidae","Serranus cabrilla",1,15.6,24,"med",1,83.54,83.54,83.54,NA,NA,NA,NA,NA
"isrtche081121I","Siganidae","Siganus rivulatus",1,15.6,24,"med",1,84.49,84.49,84.49,NA,NA,NA,NA,NA
"isrtche081121I","Sparidae","Spicara smaris",50,15.6,24,"med",21,64.48,101.66,311.44,49.22,10.74,21.05,80.61,122.71
"isrtche081121I","Tetraodontidae","Lagocephalus sceleratus",1,15.6,24,"med",1,501.38,501.38,501.38,NA,NA,NA,NA,NA
"isrtche081121I","Tetraodontidae","Torquigener flavimaculosus",13,15.6,24,"med",7,75.44,91.49,102.99,10.32,3.9,7.65,83.85,99.14
"isrnort010920A","Carangidae","Seriola dumerili",3,123,22,"red",3,349.83,431.43,543.46,100.34,57.93,113.54,317.89,544.97
"isrnort010920A","Monacanthidae","Thamnaconus erythraeensis",3,123,22,"red",3,184.93,207.69,225.23,20.65,11.92,23.36,184.32,231.05
"isrnort010920A","Ostraciidae","Tetrosomus gibbosus",1,123,22,"red",1,235.32,235.32,235.32,NA,NA,NA,NA,NA
"isrnort010920A","Serranidae","Variola louti",1,123,22,"red",1,530.57,530.57,530.57,NA,NA,NA,NA,NA
"isrnort010920A","Sparidae","Argyrops megalommatus",2,123,22,"red",2,146.37,161.4,176.43,21.26,15.03,29.46,131.94,190.86
"isrnort010920B","Chaetodontidae","Chaetodon paucifasciatus",2,106,23,"red",2,103.81,134.08,164.35,42.81,30.27,59.33,74.76,193.41
"isrnort010920B","Labridae","Bodianus anthioides",2,106,23,"red",2,148.79,157.65,166.51,12.53,8.86,17.36,140.28,175.01
"isrnort010920B","Lethrinidae","Lethrinus mahsena",1,106,23,"red",1,482.58,482.58,482.58,NA,NA,NA,NA,NA
"isrnort010920B","Muraenidae","Gymnothorax elegans",1,106,23,"red",0,NA,NA,NA,NA,NA,NA,NA,NA
"isrnort010920B","Serranidae","Epinephelus fasciatus",1,106,23,"red",1,239.57,239.57,239.57,NA,NA,NA,NA,NA
"isrnort010920C","Mullidae","Parupeneus heptacanthus",1,80.6,24,"red",0,NA,NA,NA,NA,NA,NA,NA,NA
"isrnort010920C","Ostraciidae","Tetrosomus gibbosus",5,80.6,24,"red",5,194.54,235.34,288.97,39.81,17.8,34.89,200.45,270.24
"isrnort010920C","Scorpaenidae","Pterois miles",1,80.6,24,"red",0,NA,NA,NA,NA,NA,NA,NA,NA
"isrnort010920D","Acanthuridae","Naso unicornis",1,62.2,28,"red",1,447.52,447.52,447.52,NA,NA,NA,NA,NA
"isrnort010920D","Diodontidae","Cyclichthys spilostylus",1,62.2,28,"red",1,385.78,385.78,385.78,NA,NA,NA,NA,NA
"isrnort010920D","Fistulariidae","Fistularia commersonii",1,62.2,28,"red",1,582.72,582.72,582.72,NA,NA,NA,NA,NA
"isrnort010920D","Labridae","Choerodon robustus",1,62.2,28,"red",1,324.11,324.11,324.11,NA,NA,NA,NA,NA
"isrnort010920D","Lethrinidae","Gymnocranius grandoculis",1,62.2,28,"red",1,285.54,285.54,285.54,NA,NA,NA,NA,NA
"isrnort010920D","Lethrinidae","Lethrinus nebulosus",1,62.2,28,"red",0,NA,NA,NA,NA,NA,NA,NA,NA
"isrnort010920D","Mullidae","Parupeneus forsskali",11,62.2,28,"red",9,121.02,148.85,198.57,24.61,8.2,16.08,132.77,164.93
"isrnort010920D","Mullidae","Parupeneus heptacanthus",1,62.2,28,"red",1,170.7,170.7,170.7,NA,NA,NA,NA,NA
"isrnort010920D","Ostraciidae","Tetrosomus gibbosus",4,62.2,28,"red",4,210.64,233.79,264.06,22.89,11.44,22.43,211.36,256.22
"isrnort010920E","Balistidae","Abalistes stellatus",1,43.6,28,"red",1,215.44,215.44,215.44,NA,NA,NA,NA,NA
"isrnort010920E","Fistulariidae","Fistularia commersonii",1,43.6,28,"red",1,687.11,687.11,687.11,NA,NA,NA,NA,NA
"isrnort010920E","Mullidae","Parupeneus heptacanthus",1,43.6,28,"red",1,218.03,218.03,218.03,NA,NA,NA,NA,NA
"isrnort010920E","Nemipteridae","Nemipterus zysron",3,43.6,28,"red",3,164.27,195.82,220.62,28.77,16.61,32.56,163.26,228.38
"isrnort010920E","Ostraciidae","Tetrosomus gibbosus",2,43.6,28,"red",2,219.76,228.28,236.8,12.05,8.52,16.7,211.58,244.99
"isrnort010920E","Tetraodontidae","Arothron stellatus",1,43.6,28,"red",1,304.3,304.3,304.3,NA,NA,NA,NA,NA
"isrnort010920F","Carangidae","Gnathanodon speciosus",2,31.2,27,"red",2,262.56,278.74,294.93,22.89,16.19,31.72,247.02,310.47
"isrnort010920F","Dasyatidae","Himantura uarnak",1,31.2,27,"red",0,NA,NA,NA,NA,NA,NA,NA,NA
"isrnort010920F","Labridae","Oxycheilinus mentalis",1,31.2,27,"red",1,51.99,51.99,51.99,NA,NA,NA,NA,NA
"isrnort010920F","Lethrinidae","Lethrinus nebulosus",2,31.2,27,"red",2,540.65,550.5,560.35,13.93,9.85,19.31,531.19,569.81
"isrnort010920F","Lethrinidae","Lethrinus variegatus",9,31.2,27,"red",7,37.61,73.74,176.23,58.87,22.25,43.61,30.12,117.35
"isrnort010920F","Mullidae","Parupeneus forsskali",4,31.2,27,"red",4,43.76,47.08,52.75,4.04,2.02,3.96,43.12,51.04
"isrnort010920F","Mullidae","Parupeneus heptacanthus",1,31.2,27,"red",1,47.88,47.88,47.88,NA,NA,NA,NA,NA
"isrnort010920F","Muraenidae","Gymnothorax angusticauda",2,31.2,27,"red",0,NA,NA,NA,NA,NA,NA,NA,NA
"isrnort010920F","Ostraciidae","Tetrosomus gibbosus",1,31.2,27,"red",1,144.41,144.41,144.41,NA,NA,NA,NA,NA
"isrnort010920F","Siganidae","Siganus rivulatus",5,31.2,27,"red",4,34.29,49.63,57.94,10.48,5.24,10.27,39.36,59.9
"isrnort010920G","Caesionidae","Pterocaesio chrysozona",5,19.6,29,"red",2,159.63,189.53,219.43,42.29,29.9,58.6,130.92,248.13
"isrnort010920G","Lethrinidae","Lethrinus nebulosus",1,19.6,29,"red",1,497.77,497.77,497.77,NA,NA,NA,NA,NA
"isrnort010920G","Lethrinidae","Lethrinus variegatus",17,19.6,29,"red",16,31.05,149.81,649.06,142.29,35.57,69.72,80.09,219.53
"isrnort010920G","Mullidae","Mulloidichthys flavolineatus",41,19.6,29,"red",15,61.35,71.6,101.47,9.3,2.4,4.71,66.9,76.31
"isrnort010920G","Mullidae","Parupeneus forsskali",35,19.6,29,"red",16,20.81,40.06,84.36,14.95,3.74,7.32,32.73,47.38
"isrnort010920G","Mullidae","Parupeneus heptacanthus",1,19.6,29,"red",1,228.08,228.08,228.08,NA,NA,NA,NA,NA
"isrnort010920G","Mullidae","Parupeneus macronemus",3,19.6,29,"red",3,36.75,44.23,51.14,7.21,4.16,8.16,36.06,52.39
"isrnort010920G","Muraenidae","Gymnothorax angusticauda",3,19.6,29,"red",2,356.79,408.9,461.01,73.69,52.11,102.13,306.77,511.03
"isrnort010920G","Nemipteridae","Scolopsis ghanam",3,19.6,29,"red",3,48.41,88.07,114.38,34.95,20.18,39.55,48.52,127.62
"isrnort010920G","Serranidae","Epinephelus areolatus",2,19.6,29,"red",2,123.04,142.99,162.95,28.22,19.95,39.11,103.89,182.1
"isrnort010920G","Siganidae","Siganus rivulatus",141,19.6,29,"red",18,26.26,45.22,69.11,12.35,2.91,5.71,39.51,50.93
"isrnort120721A","Lethrinidae","Gymnocranius grandoculis",1,137,21,"red",1,412.5,412.5,412.5,NA,NA,NA,NA,NA
"isrnort120721A","Monacanthidae","Thamnaconus erythraeensis",2,137,21,"red",1,205.14,205.14,205.14,NA,NA,NA,NA,NA
"isrnort120721A","Muraenidae","Gymnothorax elegans",1,137,21,"red",1,503.74,503.74,503.74,NA,NA,NA,NA,NA
"isrnort120721A","Ostraciidae","Tetrosomus gibbosus",2,137,21,"red",1,222.45,222.45,222.45,NA,NA,NA,NA,NA
"isrnort120721A","Rhinobatidae","Rhinobatos punctifer",1,137,21,"red",1,799.65,799.65,799.65,NA,NA,NA,NA,NA
"isrnort120721A","Sparidae","Argyrops megalommatus",11,137,21,"red",9,138.26,158.75,193.86,18.39,6.13,12.02,146.74,170.77
"isrnort120721B","Labridae","Choerodon robustus",1,128,22,"red",1,281.22,281.22,281.22,NA,NA,NA,NA,NA
"isrnort120721B","Monacanthidae","Thamnaconus erythraeensis",1,128,22,"red",1,228.91,228.91,228.91,NA,NA,NA,NA,NA
"isrnort120721B","Muraenidae","Gymnothorax elegans",1,128,22,"red",0,NA,NA,NA,NA,NA,NA,NA,NA
"isrnort120721B","Pinguipedidae","Parapercis somaliensis",1,128,22,"red",1,100.26,100.26,100.26,NA,NA,NA,NA,NA
"isrnort120721B","Pomacanthidae","Apolemichthys xanthotis",2,128,22,"red",2,164.41,175.48,186.54,15.65,11.07,21.69,153.79,197.17
"isrnort120721B","Serranidae","Cephalopholis sexmaculata",1,128,22,"red",1,282.66,282.66,282.66,NA,NA,NA,NA,NA
"isrnort120721B","Serranidae","Variola louti",1,128,22,"red",1,379.28,379.28,379.28,NA,NA,NA,NA,NA
"isrnort120721B","Sparidae","Argyrops megalommatus",1,128,22,"red",1,175.93,175.93,175.93,NA,NA,NA,NA,NA
"isrnort120721C","Chaetodontidae","Chaetodon paucifasciatus",1,110,22,"red",1,93.16,93.16,93.16,NA,NA,NA,NA,NA
"isrnort120721C","Labridae","Choerodon robustus",1,110,22,"red",1,347.57,347.57,347.57,NA,NA,NA,NA,NA
"isrnort120721C","Lutjanidae","Paracaesio sordida",13,110,22,"red",7,97.95,237.57,464.68,164.18,62.05,121.63,115.95,359.2
"isrnort120721C","Monacanthidae","Thamnaconus erythraeensis",2,110,22,"red",1,216.43,216.43,216.43,NA,NA,NA,NA,NA
"isrnort120721C","Mullidae","Parupeneus rubescens",1,110,22,"red",1,212.77,212.77,212.77,NA,NA,NA,NA,NA
"isrnort120721C","Muraenidae","Gymnothorax johnsoni",1,110,22,"red",0,NA,NA,NA,NA,NA,NA,NA,NA
"isrnort120721C","Muraenidae","Gymnothorax nudivomer",1,110,22,"red",0,NA,NA,NA,NA,NA,NA,NA,NA
"isrnort120721C","Ostraciidae","Tetrosomus gibbosus",2,110,22,"red",1,236.94,236.94,236.94,NA,NA,NA,NA,NA
"isrnort120721C","Pomacanthidae","Apolemichthys xanthotis",1,110,22,"red",0,NA,NA,NA,NA,NA,NA,NA,NA
"isrnort120721C","Pomacanthidae","Genicanthus caudovittatus",4,110,22,"red",4,76.71,100.79,130.5,24.26,12.13,23.77,77.02,124.57
"isrnort120721C","Serranidae","Cephalopholis sexmaculata",1,110,22,"red",1,328.68,328.68,328.68,NA,NA,NA,NA,NA
"isrnort120721C","Serranidae","Pseudanthias gibbosus",10,110,22,"red",9,88.49,121.59,159.14,24.57,8.19,16.06,105.53,137.65
"isrnort120721C","Serranidae","Variola louti",1,110,22,"red",1,555.64,555.64,555.64,NA,NA,NA,NA,NA
"isrnort120721D","Labridae","Choerodon robustus",3,81.4,24,"red",1,283.87,283.87,283.87,NA,NA,NA,NA,NA
"isrnort120721D","Monacanthidae","Aluterus monoceros",1,81.4,24,"red",1,521.19,521.19,521.19,NA,NA,NA,NA,NA
"isrnort120721D","Mullidae","Parupeneus heptacanthus",2,81.4,24,"red",1,227.26,227.26,227.26,NA,NA,NA,NA,NA
"isrnort120721D","Mullidae","Upeneus pori",1,81.4,24,"red",1,118.03,118.03,118.03,NA,NA,NA,NA,NA
"isrnort120721D","Ostraciidae","Tetrosomus gibbosus",2,81.4,24,"red",1,239.23,239.23,239.23,NA,NA,NA,NA,NA
"isrnort120721E","Acanthuridae","Naso hexacanthus",4,60.1,24,"red",1,579.24,579.24,579.24,NA,NA,NA,NA,NA
"isrnort120721E","Balistidae","Pseudobalistes fuscus",1,60.1,24,"red",1,425.82,425.82,425.82,NA,NA,NA,NA,NA
"isrnort120721E","Balistidae","Sufflamen albicaudatum",2,60.1,24,"red",2,157.7,181.88,206.05,34.19,24.18,47.39,134.49,229.26
"isrnort120721E","Carangidae","Caranx ignobilis",1,60.1,24,"red",1,1061.33,1061.33,1061.33,NA,NA,NA,NA,NA
"isrnort120721E","Chaetodontidae","Chaetodon paucifasciatus",2,60.1,24,"red",2,110.32,111.31,112.31,1.4,0.99,1.94,109.37,113.26
"isrnort120721E","Chaetodontidae","Heniochus diphreutes",2,60.1,24,"red",2,178.9,191.05,203.2,17.19,12.15,23.82,167.23,214.87
"isrnort120721E","Labridae","Anampses lineatus",3,60.1,24,"red",3,103.39,115.47,132.01,14.82,8.56,16.77,98.7,132.24
